# PSIBLAST 2.6.0+
# Iteration: 1
# Query: Propep_M14 | D4AS12.2 | XP_003014465.1 | 46.05%
# Database: /home/alex/Documents/data/local_db/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 79 hits found
Propep_M14	D4AS12	100.000	422	0	0	1	422	1	422	0.0	885
Propep_M14	D4DL57	99.763	422	1	0	1	422	1	422	0.0	883
Propep_M14	A6XGK3	99.526	422	2	0	1	422	1	422	0.0	883
Propep_M14	C5FVN6	93.602	422	27	0	1	422	1	422	0.0	839
Propep_M14	B8XGR3	95.972	422	17	0	1	422	1	422	0.0	838
Propep_M14	B6V865	95.735	422	18	0	1	422	1	422	0.0	838
Propep_M14	C5FH26	51.185	422	196	6	1	419	1	415	2.69e-159	458
Propep_M14	D4B5N0	53.266	398	177	5	24	419	25	415	3.70e-158	455
Propep_M14	D4D675	52.475	404	177	6	24	419	25	421	2.36e-155	448
Propep_M14	Q9UI42	34.211	418	262	8	9	419	5	416	1.23e-79	254
Propep_M14	P48052	35.446	426	254	11	1	419	3	414	9.72e-79	252
Propep_M14	Q504N0	36.277	419	244	11	15	419	3	412	1.84e-78	251
Propep_M14	P19222	35.821	402	242	10	25	419	20	412	6.00e-78	250
Propep_M14	Q6P8K8	34.368	419	259	10	9	419	5	415	1.13e-77	249
Propep_M14	P00730	34.834	422	257	12	8	420	3	415	6.58e-72	234
Propep_M14	P09954	34.597	422	258	10	8	420	3	415	6.98e-71	232
Propep_M14	P00731	34.783	414	250	13	18	421	13	416	9.21e-71	232
Propep_M14	P15085	34.951	412	250	10	18	420	13	415	4.88e-68	224
Propep_M14	Q7TPZ8	33.990	406	252	11	24	421	19	416	5.19e-67	222
Propep_M14	Q8R4H4	33.882	425	255	11	9	420	21	432	2.15e-65	218
Propep_M14	P42788	37.793	299	177	5	120	417	2	292	2.68e-63	209
Propep_M14	Q8WXQ8	33.985	409	252	10	9	408	21	420	1.01e-61	209
Propep_M14	O02350	32.394	426	254	16	6	417	16	421	1.25e-61	208
Propep_M14	P04069	40.404	297	166	7	117	411	3	290	4.64e-61	203
Propep_M14	Q4R7R2	34.230	409	251	10	9	408	21	420	3.87e-60	204
Propep_M14	E5A0U8	30.979	439	257	10	25	420	104	539	8.36e-60	207
Propep_M14	A1CSU3	35.256	312	181	5	116	407	200	510	1.47e-59	207
Propep_M14	D4DIW7	33.233	331	195	3	116	420	217	547	8.03e-58	202
Propep_M14	D4AKU7	33.233	331	195	3	116	420	217	547	1.06e-57	202
Propep_M14	E4UPZ6	33.233	331	195	4	116	420	217	547	1.33e-57	201
Propep_M14	Q5B011	32.615	325	198	5	111	415	184	507	4.04e-57	200
Propep_M14	C5FPR9	33.735	332	192	5	116	420	208	538	9.62e-57	199
Propep_M14	Q4X1U0	32.326	331	196	5	117	420	196	525	1.46e-56	199
Propep_M14	B0XRS8	32.326	331	196	5	117	420	196	525	1.46e-56	199
Propep_M14	P15088	29.466	431	277	14	1	421	1	414	1.47e-56	194
Propep_M14	B6H233	32.704	318	200	3	116	419	184	501	1.96e-56	197
Propep_M14	C5G6U8	29.452	438	258	11	25	420	94	522	2.30e-55	196
Propep_M14	C1HE31	31.118	331	206	4	107	415	189	519	3.15e-55	195
Propep_M14	A1DGH9	32.044	362	202	10	98	420	170	526	3.16e-55	195
Propep_M14	P21961	28.741	421	279	11	10	421	1	409	3.73e-55	191
Propep_M14	C0SAI5	31.250	320	200	3	116	415	200	519	4.57e-55	195
Propep_M14	C5JZS0	28.767	438	261	10	25	420	94	522	5.37e-55	194
Propep_M14	P15089	29.439	428	279	11	5	422	1	415	7.65e-55	190
Propep_M14	B8M2K0	31.056	322	199	4	116	415	200	520	1.62e-54	193
Propep_M14	Q0C9B4	31.975	319	184	7	116	407	195	507	2.42e-54	192
Propep_M14	B6Q972	29.558	362	232	5	77	415	162	523	2.65e-54	192
Propep_M14	C1GDH9	30.938	320	201	3	116	415	200	519	3.41e-54	192
Propep_M14	Q5U901	29.398	432	279	12	3	417	13	435	7.49e-54	188
Propep_M14	A7EUC0	33.016	315	189	4	116	409	217	530	1.58e-53	191
Propep_M14	C0NM08	30.887	327	205	4	116	422	199	524	2.35e-53	190
Propep_M14	C4JEE1	32.927	328	196	4	116	420	199	525	4.51e-53	189
Propep_M14	E9DD69	34.494	316	183	4	116	408	197	511	9.43e-53	188
Propep_M14	C6H4F1	30.275	327	207	4	116	422	199	524	1.14e-52	188
Propep_M14	A6RCF5	31.193	327	204	4	116	422	199	524	1.23e-52	188
Propep_M14	B8NBP9	30.675	326	205	5	116	421	194	518	3.77e-52	187
Propep_M14	C5PHW9	34.177	316	184	4	116	408	197	511	3.86e-52	187
Propep_M14	Q2TZK2	30.675	326	205	5	116	421	194	518	4.87e-52	187
Propep_M14	Q9VL86	31.555	431	258	17	7	419	12	423	2.31e-51	181
Propep_M14	Q9XU75	29.501	461	274	10	9	420	16	474	2.49e-51	186
Propep_M14	P55261	29.930	431	270	15	5	421	1	413	3.16e-51	181
Propep_M14	A2QZA2	32.012	328	198	5	120	422	197	524	8.80e-51	184
Propep_M14	Q8N4T0	29.730	407	263	11	25	417	37	434	3.70e-50	178
Propep_M14	P00732	28.337	427	284	12	4	421	1	414	7.31e-50	177
Propep_M14	Q0II73	36.691	278	165	5	147	421	78	347	1.47e-49	175
Propep_M14	Q29NC4	31.129	363	235	9	62	419	66	418	9.42e-49	174
Propep_M14	P15086	29.426	418	267	14	4	409	1	402	7.37e-48	171
Propep_M14	Q8IVL8	32.680	306	195	5	117	419	47	344	1.30e-47	170
Propep_M14	B8JLQ9	33.225	307	195	7	117	419	32	332	2.04e-46	166
